Array Design Name	Affymetrix GeneChip Human Genome HG-U133A [HG-U133A]
Comment[AdditionalFile:CDF]	HG-U133A.CDF
Comment[AdditionalFile:CDF]	HG-U133A.cdf
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-33
Comment[SubmittedName]	Affymetrix GeneChip Human Genome HG-U133A [HG-U133A]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	http://mged.sourceforge.net/ontologies/MGEDOntology.daml#in_situ_oligo_features
Technology Type Term Source REF	mo:1.1.3
Surface Type	glass
Term Source Name	mo:1.1.3	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	genbank	gpcrdb	interpro	kegg	locus	omim	pfam	pkr_hanks	refseq	scop	swall	unigene
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.affymetrix.com/analysis/	http://www.blocks.fhcrc.org/	http://drnelson.utmem.edu/CytochromeP450.html	http://www.chem.qmw.ac.uk/iubmb/enzyme/	http://www.ebi.ac.uk/embl/	http://www.ensembl.org	http://www.ncbi.nlm.nih.gov/Genbank/index.html	http://www.gpcr.org/	http://www.ebi.ac.uk/interpro	http://www.genome.ad.jp/kegg/	http://www.ncbi.nlm.nih.gov/LocusLink/	http://www3.ncbi.nlm.nih.gov/omim	http://www.sanger.ac.uk/Software/Pfam/	http://pkr.sdsc.edu/html/pk_classification/pk_catalytic/pk_hanks_class.html	http://www.ncbi.nlm.nih.gov/LocusLink/refseq.html	http://scop.berkeley.edu	http://www.ebi.ac.uk/swissprot/access.html	http://www.ncbi.nlm.nih.gov/UniGene/
Term Source Version	1.1.3																	
Comment[AdditionalFile:txt]	A-AFFY-33_comments.txt

[main]
Composite Element Name	Composite Element Database Entry[embl]	Composite Element Database Entry[affymetrix_netaffx]	Composite Element Database Entry[blocks]	Composite Element Database Entry[interpro]	Composite Element Database Entry[locus]	Composite Element Database Entry[ensembl]	Composite Element Database Entry[swall]	Composite Element Database Entry[unigene]	Composite Element Database Entry[genbank]	Composite Element Database Entry[omim]	Composite Element Database Entry[pfam]	Composite Element Database Entry[refseq]	Composite Element Database Entry[scop]	Composite Element Database Entry[ec]	Composite Element Database Entry[kegg]	Composite Element Database Entry[pkr_hanks]	Composite Element Database Entry[cp450]	Composite Element Database Entry[gpcrdb]
219314_s_at		219314_s_at	IPB002896	IPR003980	51222	ENSG00000165804	Q9BW28	Hs.250493			zf-C2H2	NM_016423						
219315_s_at		219315_s_at			79652	ENSG00000131634	Q9BSN7	Hs.25549	13375801			NM_024600						
219316_s_at		219316_s_at			55640	ENSG00000119686	Q9BV65	Hs.267566	5764708			NM_017791.1						
219317_at		J00713mRNA_at	IPB001126	IPR001126	11201	ENSG00000101751	Q9NYH6	Hs.271699	21619716		IMS	NM_007195	d1im4a_					
219318_x_at		219318_x_at			51003	ENSG00000108590	Q9CXU1	Hs.27289	12838342			NM_016060						
219319_at		95336_at	IPB000225	IPR001610	64344		Q9HAI2	Hs.284256	23065535		HLH	NM_152796						
219320_at		219320_at	IPB002571	IPR001609	80179	ENSG00000141140	Q96H55	Hs.288679	10439395		myosin_head	NM_025109	d1lvk_2					
219321_at		219321_at	IPB001478		64398		Q9H9Q0	Hs.306219	11968025		PDZ	NM_022474.1	d1gky__	2.7.4.8				
219322_s_at		rc_AI231333_at		IPR001680	49856	ENSG00000116213	Q9P2S5	Hs.31714	16445434		WD40	NM_017818						
219323_s_at		1372499_at		IPR003006	10068	ENSG00000137496	I18B_HUMAN	Hs.325978	4324925			NM_005699						
219324_at		J03170_at			79159		Q91VI1	Hs.326372	13236553			NM_024313						
219325_s_at		219325_s_at		IPR001279	55520	ENSG00000141642	Q9H777	Hs.47572	10437225		lactamase_B	NM_018696	d1smla_					
219326_s_at		rc_AI011507_at	IPB002659	IPR002659	10678	ENSG00000170340	Q9NQR0	Hs.173203	13123988		Galactosyl_T	NM_006577.2		2.4.1.149	MAP00602			
219327_s_at		219327_s_at	IPB000337	IPR003006	55890	ENSG00000170412	Q9NXI0	Hs.58014	13112057		7tm_3	NM_018653						
219328_at		Msa.2842.0_s_at	IPB001359	IPR001650	64794	ENSG00000125485	Q96E91	Hs.69331	15215273		DEAD	NM_138620	d1hv8a1					
219329_s_at		rc_AA924909_at	IPB001774	IPR000561	51374	ENSG00000138085	Q96RT2	Hs.9527	15029606			NM_016085.1						
219330_at		219330_at			79028	ENSG00000173216	Q96J52	Hs.99598	15011887			NM_024062						
219331_s_at		219331_s_at	PR00501	IPR001798	55220	ENSG00000162873	AAH36076	Hs.10414	23271290		Kelch	NM_018203	d1k3ia3					
219332_at		219332_at		IPR001715	79778	ENSG00000164877	Q8TEQ4	Hs.156351	13376031			NM_024723						
219333_s_at		aa616877_s_at	PR00704	IPR001300	11132	ENSG00000142330	Q9HC96	Hs.112218			Calpain_III	NM_023088	d1df0a3	3.4.22.17				
219334_s_at		rc_AA851669_at			64859	ENSG00000173559	Q96AH0	Hs.118183	12383084			NM_022837						
219335_at		219335_at		IPR005479	64860	ENSG00000125962	Q9BVZ3	Hs.119699	12383086			NM_022838						
219336_s_at		rc_AA955517_at		IPR004088	51008	ENSG00000138303	Q8N9N2	Hs.121599	15126733		KH	NM_015947						
219337_at		219337_at			54991	ENSG00000131591	Q96HA4	Hs.126704	14250646			NM_017891						
219338_s_at		219338_s_at	IPB003603	IPR003592	54839	ENSG00000137821	AAH37982	Hs.12692	23272720		LRR	NM_017691	d1h6ua2					
219339_s_at		rc_AI013531_at	PR01415	IPR002110	79813	ENSG00000165823	Q9H9B1	Hs.127236	14211561		SET	NM_024757	d1ihba_	3.5.1.2				
219340_s_at	AF123759.1	219340_s_at			2055		Q9UBY8	Hs.127675	14043472			NM_018941						
219341_at		219341_at			2055		Q96DL1	Hs.127675	14043472			NM_018941						
219342_at		AA270180_i_at			64921		Q8WZ77	Hs.128003	15987887			NM_022900						
219343_at		1447753_at		IPR004918	55664	ENSG00000106993	Q9NWS3	Hs.128646	10696978		Cdc37	NM_017913						
219344_at		rc_AI069912_at	PR01130	IPR002259	55315	ENSG00000156604	Q99P65	Hs.129819	24415996		Nucleoside_tran	NM_018344						
219345_at		219345_at	IPB002634	IPR002634	51027	ENSG00000171965	Q9Y3E2	Hs.13880	20874842		BolA	NM_016074						
219346_at		219346_at	IPB003006	IPR003599	79414	ENSG00000126243	Q9BTN0	Hs.143792	13375646		LRRCT	NM_024509						
219347_at		219347_at	IPB000086	IPR000086	55270	ENSG00000136159	Q9UHT1	Hs.144407	20827847		NUDIX	NM_018283	d1hzta_	3.6.1.17				
219348_at		99188_at			55850	ENSG00000053501	Q9D1P5	Hs.16187	21630259			NM_018467						
219349_s_at		114038_at		IPR002909	55770	ENSG00000112685	Q9NUZ8	Hs.16580	19705549		TIG	NM_018303						
219350_s_at		1417683_at			56616	ENSG00000139692	Q9DCD3	Hs.169611	21070976			NM_019887.1	d1g73a_					
219351_at		D17370_g_at			6399	ENSG00000152433	Q9DCM3	Hs.174038	20986242			NM_014563						
219352_at		219352_at	IPB000569	IPR000569	55008	ENSG00000138642	Q9NWS4	Hs.179669	20821751		HECT	NM_017912	d1c4za_					
219353_at		219353_at			54835	ENSG00000151545	Q9NXN1	Hs.23984	8923145			NM_017687						
219354_at		219354_at	PR00501	IPR000210	55295	ENSG00000167487	Q8TAP0	Hs.250632	20071160		BTB	NM_018316	d1k3ia3	1.1.3.9				
219355_at		219355_at			55086	ENSG00000147231	Q9H7W5	Hs.274267	13443026			NM_018015	d1fgua1					
219356_s_at		aa163872_g_at			51510	ENSG00000086065	Q9NZZ3	Hs.36237	20127558			NM_015961						
219357_at		219357_at			28961		Q9BV21	Hs.378162				NM_014027						
219358_s_at		219358_s_at	PR00405	IPR001849	55803	ENSG00000108605	Q8N4Q6	Hs.28802	14329676		ArfGap	NM_018404	d1fgya_					
219359_at		219359_at		IPR005195	80162	ENSG00000142102	Q8TEG9	Hs.353181	13376652		Glyco_hydro_65m	NM_025092	d1h54a1					
219360_s_at		rc_AI234615_at		IPR002110	54795	ENSG00000130529	Q9ESQ5	Hs.31608	15617229		ion_trans	NM_017636						
219361_s_at		219361_s_at		IPR006055	64782	ENSG00000140539	Q9H9L3	Hs.37747	21362094		Exonuclease	NM_022767						
219362_at		219362_at			79688	ENSG00000135040	Q9H631	Hs.43579	13375866			NM_024635						
219363_s_at		219363_s_at		IPR003690	51001	ENSG00000156469	Q96E29	Hs.46680	21361505		mTERF	NM_015942						
219364_at		219364_at	IPB000330	IPR001410	79132	ENSG00000108771	Q99J87	Hs.55918	13129142		DEAD	NM_024119	d1hv8a1					
219365_s_at		219365_s_at	IPB000095	IPR002290	79012	ENSG00000164076	Q8VD20	Hs.6262	13129008		pkinase	NM_024046	d1jpaa_			CamKI		
219366_at		97660_s_at	IPB000885		57099	ENSG00000169857	AVEN_HUMAN	Hs.63168	21312684			NM_020371						
219367_s_at		219367_s_at			55403		Q9P154	Hs.63382	8924190			NM_018534						
219368_at		X92352_s_at	IPB001580	IPR002164	4674	ENSG00000131260	NPL2_HUMAN	Hs.66180	11415048		NAP	NM_021963						
219369_s_at		219369_s_at		IPR003323	78990	ENSG00000089723	Q9BWI9	Hs.90034	12962939			NM_023112						
219370_at		162352_r_at			56475	ENSG00000136544	Q9JJ72	Hs.100890	20987969			NM_019845						
219371_s_at		U25096_s_at	IPB001359	IPR002965	10365	ENSG00000127528	KLF2_RAT	Hs.107740	4583418		zf-C2H2	NM_016270						
219372_at		D19282_rc_at			28981	ENSG00000122970	Q8WYA0	Hs.333120	17979658			NM_014055						
219373_at		aa032906_s_at			54344	ENSG00000169240	Q9BXN5	Hs.110477	19424120			NM_018973.1						
219374_s_at		219374_s_at			79796	ENSG00000086848	Q96GS7	Hs.120824	13376062			NM_024740						
219375_at		110094_at	IPB000462	IPR000462	10390		Q9P0Y8	Hs.363572	23958381		CDP-OH_P_transf	NM_006090		2.7.8.2				
219376_at		rc_AI179498_at	IPB001275	IPR000822	79692	ENSG00000173829	P97663	Hs.126280	13375874		zf-C2H2	NM_024639						
219377_at		219377_at		IPR001660	64762	ENSG00000141441	Q9BSF5	Hs.12727	12232415			NM_022751						
219378_at		rc_AI103754_at	IPB002190		79612	ENSG00000172766	Q9JID5	Hs.13277	10801626			NM_024561						
219379_x_at		1456151_at	PR00910	IPR000822	140467	ENSG00000174805	Q9NW07	Hs.133475	17978274		zf-C2H2	NM_018083						
219380_x_at		219380_x_at	IPB001126	IPR001126	5429	ENSG00000170734	Q9UI48	Hs.155573	13561004		IMS	NM_006502	d1im4a_					
219381_at		219381_at			65250	ENSG00000118887	Q9H5T1	Hs.156148	10435167			NM_023073.1						
219382_at		rc_AI011510_at			29946	ENSG00000167565	Q96CQ2	Hs.169138	15718684			NM_013368						
219383_at		D82868_at			79899	ENSG00000135362	Q96H46	Hs.183506	13376255			NM_024841						
219384_s_at		219384_s_at	IPB002466	IPR002466	23536	ENSG00000065457	Q9NXE7	Hs.188661	12803835		A_deamin	NM_012091						
219385_at		219385_at		IPR000345	56833	ENSG00000158714	Q9P0V8	Hs.20450	12857402			NM_020125						
219386_s_at		219386_s_at		IPR000345	56833	ENSG00000158714	Q9P0V8	Hs.20450	12857402			NM_014036						
219387_at		219387_at	IPB002151		55580	ENSG00000076972	O14997	Hs.254122	2274851			NM_017571					Q27480	
219388_at		219388_at			79977	ENSG00000083307	Q9H8B8	Hs.257924	13376382			NM_024915						
219389_at		219389_at	IPB000436	IPR000436	55061	ENSG00000143502	Q9BSR0	Hs.26244	13436146		sushi	NM_017982						
219390_at		219390_at	IPB002048	IPR001179	55033	ENSG00000106080	Q9UI48	Hs.264636	23592303		FKBP	NM_017946	d1fkl__					
219391_at		AJ000347_g_at	IPB000760	IPR000760	10380	ENSG00000162813	Q9D7Y0	Hs.271752	5174399		inositol_P	NM_006085	d1jp4a_	3.1.3.7	MAP00920			
219392_x_at		219392_x_at	IPB002000	IPR002965	55771	ENSG00000068489	Q9NUZ7	Hs.274448	14250464			NM_018304						
219393_s_at		D49836_at	IPB002219	IPR002290	10000	ENSG00000117020	Q9BV07	Hs.278582	4885549		PH	NM_005465	d1pls__	2.7.1.38		Akt2/Racb		
219394_at		219394_at		IPR001736	9489	ENSG00000087157	Q96A75	Hs.162604	19386924		PLDc	NM_024419	d1byra_					
219395_at		219395_at		IPR003955	80004	ENSG00000103067	Q8N6H8	Hs.282093	13435149		rrm	NM_024939						
219396_s_at		219396_s_at	IPB000214	IPR000191	79661	ENSG00000140398	Q9CYT9	Hs.28355	13375817		Fapy_DNA_glyco	NM_024608		3.2.2.23				
219397_at		1451743_at		IPR005340	80219	ENSG00000115520	Q9D9R6	Hs.288945	13376737		UPF0083	NM_025147						
219398_at		Msa.1197.0_s_at	IPB003508	IPR003508	63924	ENSG00000163699	Q9GZY9	Hs.375023	23593083		CIDE-N	NM_022094	d1d4ba_					
219399_at		AF090136_at	IPB001478	IPR004172	55327		Q9NUP9	Hs.91393	6755971		L27	NM_018362	d1qava_					
219400_at		AF000114_at	IPB000421	IPR003585	8506	ENSG00000108797	Q8WMJ8	Hs.31622	14091742		EGF	NM_003632	d1czsa_					
219401_at		1452515_a_at	IPB003406	IPR003406	64132	ENSG00000015532	Q9EPI0	Hs.32117	11545914			NM_022167		2.4.2.26	MAP00532			
219402_s_at		93983_at			79139		Q99J56	Hs.323114	13195638			NM_024295						
219403_s_at		rc_AI237828_at		IPR005199	10855	ENSG00000173083	Q9UL39	Hs.44227	5729873		Glyco_hydro_79n	NM_006665						
219404_at		219404_at	PR00452	IPR001452	79574	ENSG00000156111	Q96E47	Hs.5366	21071014		SH3	NM_024526.1						
219405_at		Msa.14468.0_s_at	IPB001293	IPR003879	55128	ENSG00000167333	Q9H9C2	Hs.53940	17511218		SPRY	NM_018073	d1fre__					
219406_at		219406_at			79078	ENSG00000164008	Q9BV19	Hs.55608	13129102			NM_024097						
219407_s_at		219407_s_at	IPB001774	IPR006162	10319	ENSG00000050555	Q8N2D6	Hs.69954	17865497		laminin_B	NM_006059	d1klo_1					
219408_at		219408_at		IPR000051	54496		ANMX_MOUSE	Hs.91753	10434315			NM_019023	d1f3la_					
219409_at		1428133_at	IPB000253	IPR000253	79753	ENSG00000163877	Q96SP9	Hs.99601	10434110		FHA	NM_024700						
219410_at		219410_at	PR01544		55076		Q60774	Hs.104800	20892929			NM_018004						
219411_at		rc_AA964366_at		IPR001849	79767	ENSG00000102890	Q9H9L5	Hs.105861	13376011			NM_024712						
219412_at		rc_AI136175_at	IPB002041	IPR005225	23682	ENSG00000123892	RB38_HUMAN	Hs.108923	11641237		ras	NM_022337	d1i2ma_					
219413_at		111424_at	IPB000582	IPR000582	79777	ENSG00000087391	Q8NC06	Hs.110298	13376029		ACBP	NM_024722	d1aca__					
219414_at		219414_at	IPB002126	IPR002126	64084	ENSG00000158258	Q96HZ2	Hs.12079	11545861		cadherin	NM_022131						
219415_at		219415_at			57348	ENSG00000167614	Q9H313	Hs.12828	10257437			NM_020659						
219416_at		219416_at	IPB000817	IPR000087	51435	ENSG00000168077	Q9UM15	Hs.128856	6230379		Collagen	NM_016240						
219417_s_at		219417_s_at			54785		Q9NXW8	Hs.129563	14349364			NM_017622						
219418_at		rc_AI073018_at			79840	ENSG00000144568	Q96JS9	Hs.146139	13376142			NM_024782						
219419_at		219419_at	IPB000238	IPR000238	79863	ENSG00000101546	Q8N0V3	Hs.164207	13376185			NM_024805						
219420_s_at		rc_AI230136_at			65260		Q921H9	Hs.349905	12751491			NM_023077						
219421_at		rc_AI231350_at		IPR001440	23548	ENSG00000113638	Q9D6K7	Hs.170096	21312920		TPR	NM_012382						
219422_at	U72763.1	219422_at	IPB001886	IPR001368	8718		Q9UME5	Hs.180338	2570831		TNFR_c6	NM_148972	d1exta1					
219423_x_at		219423_x_at	IPB001886	IPR001368	8718		Q9UME0	Hs.180338	23200039		TNFR_c6	NM_148973	d1exta1					
219424_at		rc_AA946209_at	PR00014	IPR003961	10148	ENSG00000105246	O75269	Hs.185705	14577917		fn3	NM_005755						
219425_at		1368562_at	IPB000863	IPR000863	25830	ENSG00000130540	O88872	Hs.189810	18490271		Sulfotransfer	NM_014351	d1cjma_					
219426_at		219426_at	IPB003100	IPR003165	79910	ENSG00000126070	Q9H9G7	Hs.189829	13376275		PAZ	NM_024852						
219427_at		219427_at			79633		Q8TCK7	Hs.20914	13375764			NM_024582						
219428_s_at	BF057649	219428_s_at			11264	ENSG00000101417	Q9NWI4	Hs.241205	12052822			NM_007238						
219429_at		219429_at		IPR001199	79152	ENSG00000103089	Q96DK1	Hs.249163				NM_024306.1						
219430_at		219430_at			56834		Q8N4K6	Hs.25274	21361825			NM_020155						
219431_at		rc_AI058904_at	PR00452	IPR003006	79658	ENSG00000071205	Q99MT3	Hs.26756	13375811		SH3	NM_024605	d4gbqa_					
219432_at		219432_at			2121	ENSG00000072840	P57679	Hs.274446	7271903			NM_014556						
219433_at		219433_at	PR01415	IPR002110	54880	ENSG00000147032	Q9H232	Hs.130732	18676845		ank	NM_017745						
219434_at		1460282_at		IPR003599	54210	ENSG00000124731	Q9NP99	Hs.283022	10946760			NM_018643						
219435_at		219435_at			80169		Q8N3S6	Hs.288573	13376665			NM_025099						
219436_s_at		aa208581_g_at			51705	ENSG00000164035	Q8NEY5	Hs.41135	20070284			NM_016242						
219437_s_at		219437_s_at	IPB000906	IPR002110	29123	ENSG00000167522	Q9UHR3	Hs.42390	20887367		ank	NM_013275	d1myo__					
219438_at		1433274_at			79570	ENSG00000084628	Q9D035	Hs.4243	13375664			NM_024522						
219439_at		219439_at	IPB002659	IPR003378	56913	ENSG00000106392	Q9JJ05	Hs.46744	12621124			NM_020156						
219440_at		X76652_s_at			10742	ENSG00000131831	RAI2_HUMAN	Hs.49597	11140817			NM_021785						
219441_s_at		M16409_at		IPR001005	79705	ENSG00000154237	Q96JN5	Hs.57760				NM_024652.1						
219442_at		219442_at			79014	ENSG00000131797	Q96NS8	Hs.390984	12653557			NM_024048						
219443_at		rc_AA998953_at	IPB000246	IPR000246	55617	ENSG00000089123	Q9NTS6	Hs.88367	10438262		Asparaginase_2	NM_017714	d9gafa_	3.5.1.26				
219444_at		219444_at		IPR002110	63035	ENSG00000085185	Q9HAM3	Hs.8929				NM_021946						
219445_at		219445_at	PR01217		29998	ENSG00000063169	GSR1_HUMAN	Hs.97244				NM_015711						
219446_at		1388619_at			55188	ENSG00000111785	Q9NVN3	Hs.99445	20863190			NM_018157						
219447_s_at		1420055_at		IPR002198	51006	ENSG00000080189	Q96CJ8	Hs.379380	20341825			NM_015945.1						
219448_at	BC002748.1	94829_at			54968	ENSG00000175606	RS20_DROME	Hs.106650	19923509			NM_017866						
219449_s_at		1424541_at			54968	ENSG00000175606	Q9BUB7	Hs.106650	19923509			NM_017866						
219450_at		219450_at			55286	ENSG00000154274	AAH37906	Hs.107527	23138825			NM_018302						
219451_at		219451_at	IPB002579	IPR002579	22921	ENSG00000148450	Q9Y5W6	Hs.419780	20149600		SelR	NM_012228						
219452_at		219452_at	IPB000180	IPR000180	64174	ENSG00000167261	Q8TC95	Hs.115537	11641269		Renal_dipeptase	NM_022355		3.4.13.19				
219453_at		rc_AA924078_at	PR00501	IPR000210	79786		Q96HV1	Hs.302743	13376048		BTB	NM_024731	d1buoa_	1.1.3.9				
219454_at		L06040_s_at	IPB003367	IPR001881	25975	ENSG00000101944	Q9NZL7	Hs.12844			EGF	NM_015507						
219455_at		219455_at			79846	ENSG00000105792	Q9H7C2	Hs.151258	13376154			NM_024788						
219456_s_at	AW027923	219456_s_at	IPB003123	IPR003123	79890		Q9H6A5	Hs.180040	10438831		VPS9	NM_024832						
219457_s_at		219457_s_at	IPB003123	IPR003123	79890		Q8NF30	Hs.180040	10438831		VPS9	NM_024832						
219458_s_at		219458_s_at	IPB002877	IPR001678	63899		Q9H649	Hs.18740	10438378		Nol1_Nop2_Sun	NM_022072	d1g38a_					
219459_at		rc_AI071669_at	IPB001572	IPR001572	55703	ENSG00000013503	AAM18214	Hs.197642	21300544		RNA_pol_B	NM_018082	d1i50b_					
219460_s_at		219460_s_at	IPB001468		55654	ENSG00000170567	Q9H389	Hs.202955	20340637			NM_017849						
219461_at	AJ236915.1	rc_AA964455_at	IPB003605	IPR002290	56924	ENSG00000137843	Q9NQU5	Hs.21420	20340703		PBD	NM_020168	d1f3mc_	2.7.1.38		PAK		
219462_at		219462_at			79639	ENSG00000126106	Q8VDW5	Hs.22157	13375774			NM_024587						
219463_at		rc_AI031041_at	IPB002000	IPR002000	24141	ENSG00000125869	Q9CXQ4	Hs.22920	12851798			NM_012261						
219464_at		98079_at	IPB001148	IPR001148	23632	ENSG00000118298	CAHE_HUMAN	Hs.235168	22760422		carb_anhydrase	NM_012113	d1jd0a_	4.2.1.1	MAP00910			
219465_at		x62772_f_at			336	ENSG00000158874	APA2_HUMAN	Hs.237658	4502149			NM_001643						
219466_s_at		x62772_f_at			336	ENSG00000158874	P02652	Hs.237658	4502149			NM_001643						
219467_at		219467_at		IPR001230	54826	ENSG00000145723	Q9D5K2	Hs.24088	21706541		rve	NM_017676	d1cxqa_					
219468_s_at		219468_s_at		IPR003892	55673		Q9NWD0	Hs.46679	7021974		CUE	NM_017949						
219469_at		219469_at		IPR004273	79659	ENSG00000079722	Q8N977	Hs.27497	21693140		Dynein_heavy	NM_024606						
219470_x_at		aa415788_rc_at		IPR004367	54619	ENSG00000107443	Q96LF7	Hs.281348	15722097		cyclin_C	NM_019084						
219471_at		219471_at			80183		Q8N5J6	Hs.288708	13376687			NM_025113						
219472_at		219472_at			79172		Q9BU64	Hs.293943	13236565			NM_024322						
219473_at		219473_at	IPB002589	IPR002589	54834	ENSG00000065108	Q9DBL2	Hs.29493	15341897		A1pp	NM_017686						
219474_at		219474_at			79669	ENSG00000114529	Q96AJ4	Hs.30085	13375834			NM_024616						
219475_at		rc_AI112050_at	PR00368		29948	ENSG00000140961	Q9BZ70	Hs.31773	14585871			NM_013370						
219476_at		219476_at			79098	ENSG00000162898	Q9BPY1	Hs.32417	13129134			NM_024115						
219477_s_at		1449621_s_at	IPB002861	IPR000884	55901	ENSG00000136114	Q9JM61	Hs.325667	8923894		tsp_1	NM_018676						
219478_at		rc_AA800005_at	IPB002221	IPR002221	58189		Q9CQZ8	Hs.36688	10312075		wap	NM_021197						
219479_at		219479_at		IPR001298	79070	ENSG00000134901	Q9BVD2	Hs.44970	12963767		Filamin	NM_024089	d1qfha1					
219480_at		m95604_s_at	IPB001275	IPR000822	6615	ENSG00000124216	Q9ERN4	Hs.48029	18765741		zf-C2H2	NM_005985						
219481_at		219481_at			79573		Q8VD61	Hs.343551	22761440			NM_024525						
219482_at		aa217506_s_at			54093	ENSG00000159225	CU18_HUMAN	Hs.50748	22328112			NM_017438						
219483_s_at		219483_s_at		IPR004299	64840	ENSG00000102312	Q9JJJ9	Hs.386453	11643564		MBOAT	NM_022825						
219484_at		1428617_at	PR00014	IPR003961	29915	ENSG00000111727	Q9D968	Hs.55601	23595981		Kelch	NM_013320	d1k3ia3					
219485_s_at		rc_AI172453_at	PR01415	IPR002110	5716	ENSG00000101843	O95533	Hs.433559	20532221		ank	NM_002814	d1awcb_	3.5.1.2				
219486_at		M97161_at	IPB000999	IPR001269	54920	ENSG00000167264	Q9D7B1	Hs.8575	20886449		Dus	NM_017803	d1ep3a_	1.3.99.11				
219487_at		219487_at			79738	ENSG00000175186	Q96CW2	Hs.96322	13375956			NM_024685						
219488_at		219488_at			53947	ENSG00000128274	Q9NPC4	Hs.105956	7593032			NM_017436						
219489_s_at		219489_s_at	IPB002610	IPR002610	54933	ENSG00000158315	Q96E02	Hs.433304	22476580		Rhomboid	NM_017821						
219490_s_at		219490_s_at			64858	ENSG00000118655	Q9H816	Hs.115660	10434517			NM_022836						
219491_at		219491_at	IPB003006	IPR003961	78999	ENSG00000173621	Q8N644	Hs.115960	22800525		LRRCT	NM_024036	d1he7a_					
219492_at		rc_AA874805_at			26511	ENSG00000109220	Q9D9G3	Hs.119488	13386358			NM_012110						
219493_at		rc_AI070629_at			79801	ENSG00000171241	Q9BVS0	Hs.123253	16550783			NM_024745						
219494_at		219494_at	IPB000330	IPR001410	25788	ENSG00000164947	Q9UF71	Hs.128501	20143930		SNF2_N	NM_134434						
219495_s_at		rc_AI058859_at	IPB001275	IPR000822	7733	ENSG00000167384	Z180_HUMAN	Hs.130683	7019579		KRAB	NM_013256						
219496_at		219496_at			65124		Q8WZ39	Hs.130815	12711682			NM_023016						
219497_s_at		rc_AI030118_at	IPB001275	IPR000561	53335	ENSG00000119866	Q9H164	Hs.130881	11558486		zf-C2H2	NM_138559						
219498_s_at		1447335_x_at	IPB001580	IPR000822	53335	ENSG00000119866	Q9H3G9	Hs.130881	12150278		zf-C2H2	NM_138552						
219499_at		Msa.34154.0_s_at	IPB002208	IPR002208	55176	ENSG00000065665	S611_HUMAN	Hs.131840	10946604		secY	NM_018144.1						
219500_at		219500_at			23529	ENSG00000175505	Q9QZM3	Hs.132004	7019351			NM_013246	d1cnt1_					
219501_at		219501_at		IPR000504	55068	ENSG00000120658	Q9NTP6	Hs.13209	18848204		rrm	NM_017993.1						
219502_at		219502_at	IPB000214	IPR001876	55247	ENSG00000109674	Q8TAT5	Hs.134403	22004059		Fapy_DNA_glyco	NM_018248.1		3.2.2.23				
219503_s_at		219503_s_at	PR01449		55287	ENSG00000088726	Q8WWA1	Hs.16740	18088355			NM_018306						
219504_s_at		219504_s_at			79871	ENSG00000122484	Q8VC34	Hs.169728	13376202		DUF408	NM_024813						
219505_at		219505_at	IPB002091	IPR001365	51816	ENSG00000093072	CES1_HUMAN	Hs.170310	20177830		A_deaminase	NM_017424		3.5.4.4				
219506_at		219506_at			79630	ENSG00000118292	Q8WWF1	Hs.18397	13375758			NM_024579						
219507_at		105533_at	IPB000492	IPR001993	51319	ENSG00000174891	Q96QK2	Hs.191381	13937769			NM_016625						
219508_at		219508_at	IPB003406	IPR003406	9245	ENSG00000140297	Q8VCX9	Hs.194710	13095657		Branch	NM_004751.1		2.4.1.102				
219509_at		w29466_s_at	IPB001442		58529		Q9D7N4	Hs.238756	10864053			NM_021245						
219510_at		219510_at	IPB001098	IPR001650	10721	ENSG00000051341	Q96SE4	Hs.241517	16418479		DNA_pol_A	NM_006596.1	d1hv8a1					
219511_s_at		1423499_at	IPB000684	IPR002110	9627	ENSG00000064692	Q9HC59	Hs.24948	10443498		ank	NM_005460.1						
219512_at		rc_AI170313_at		IPR000194	79980	ENSG00000149636	Q9H8P4	Hs.266273	13376388			NM_024918						
219513_s_at		219513_s_at	IPB001895	IPR001895	10045	ENSG00000125731	Q9BRG2	Hs.268541	13623360		SH2	NM_005490						
219514_at		115479_at	IPB002181	IPR002181	23452		Q8NCH7	Hs.8025	6753120		fibrinogen_C	NM_012098	d1fzda_					
219515_at		Msa.5544.0_f_at	IPB003874	IPR000822	56980	ENSG00000170325	Q9NXI4	Hs.275086			zf-C2H2	NM_020228.1						
219516_at		219516_at	PR00170	IPR002110	59341	ENSG00000111199	Q9ES76	Hs.287776	22036052		ank	NM_147204						
219517_at		219517_at			80237	ENSG00000128886	Q9H634	Hs.296178	10130023			NM_025165						
219518_s_at		219518_s_at			80237	ENSG00000128886	Q9H634	Hs.296178	13376768			NM_025165						
219519_s_at		z36293_s_at	IPB003006	IPR003599	6614	ENSG00000088827	Q9BZZ2	Hs.31869	12656130		ig	NM_023068	d1qfoa_					
219520_s_at		219520_s_at		IPR000008	55841		Q9NZ80	Hs.12913	24211023			NM_015691						
219521_at		219521_at		IPR005027	27087	ENSG00000109956	Q8ND18	Hs.381050	12408652		Glyco_tranf_43	NM_054025	d1fgga_					
